MESS_DATUM, TMK
2018-01-31,-8.73225806451613
2018-02-28,-14.764285714285714
2018-03-31,-9.82258064516129
2018-04-30,-1.9066666666666665
2018-05-31,0.3580645161290324
2018-06-30,2.0766666666666667
2018-07-31,3.9451612903225812
2018-08-31,5.235483870967742
2018-09-30,2.5066666666666673
2018-10-31,-0.8645161290322579
2018-11-30,-4.460000000000002
2018-12-31,-9.600000000000001
